# French pronunciation lexicon — word<TAB>IPA. Derived from Lexique 3.83 (lexique.org; New/Pallier),
# licensed CC BY-SA 4.0 (verified 2026-07-29: lexique.org states CC BY-SA 4.0; openlexicon's Lexique383
# distribution bundles LICENSE-CC-BY-SA4.0.txt). Derived work inherits CC BY-SA 4.0; attribution: New &
# Pallier, Lexique. The g2p engine (g2p.ts) handles OOV words.
# ⚠ ADDITIONS BELOW THE LEXIQUE SET are listed here so the provenance line above stays true. Each is
#   a word Lexique does not carry, with the evidence that justified it.
#   kanjar  kɑ̃dʒaʁ->kandʒaʁ : a South Asian surname. The g2p nasalises ⟨an⟩ by French rule (kɑ̃ʒˈaʁ);
#   FLEURS readers say kandʒaʁ — un-nasalised AND ⟨j⟩ as /dʒ/ rather than /ʒ/. Both takes of the one
#   sentence that contains it improve against both recognizers (0.219->0.162, 0.179->0.113).
#   ⚠ THE ENTRY IS THE NAME, NOT A RULE: one surname in one sentence does not establish that French
#   should stop nasalising foreign ⟨an⟩ generally. That broader question is logged, not assumed.
a	a
aa	aa
abaca	abaka
abaissa	abɛsa
abaissai	abɛsɛ
abaissaient	abɛsɛ
abaissait	abɛsɛ
abaissant	abɛsɑ̃
abaissante	abɛsɑ̃t
abaisse	abɛs
abaisse-langue	abɛslɑ̃ɡ
abaissement	abɛsəmɑ̃
abaissent	abɛs
abaisser	abese
abaissera	abɛsəʁa
abaisserai	abɛsəʁɛ
abaisseraient	abɛsəʁɛ
abaisserais	abɛsəʁɛ
abaisserait	abɛsəʁɛ
abaisses	abɛs
abaissez	abɛse
abaissons	abɛsɔ̃
abaissèrent	abɛsɛʁ
abaissé	abese
abaissée	abese
abaissées	abese
abaissés	abese
abalone	abalɔn
abalones	abalɔn
abandon	abɑ̃dɔ̃
abandonna	abɑ̃dɔna
abandonnai	abɑ̃dɔnɛ
abandonnaient	abɑ̃donɛ
abandonnais	abɑ̃dɔnɛ
abandonnait	abɑ̃dɔnɛ
abandonnant	abɑ̃dɔnɑ̃
abandonnas	abɑ̃dɔna
abandonne	abɑ̃dɔn
abandonnent	abɑ̃dɔn
abandonner	abɑ̃dɔne
abandonnera	abɑ̃dɔnəʁa
abandonnerai	abɑ̃dɔnəʁɛ
abandonneraient	abɑ̃dɔnəʁɛ
abandonnerais	abɑ̃dɔnəʁɛ
abandonnerait	abɑ̃dɔnəʁɛ
abandonneras	abɑ̃dɔnəʁa
abandonnerez	abɑ̃dɔnəʁe
abandonneriez	abɑ̃dɔnəʁje
abandonnerions	abɑ̃dɔnəʁjɔ̃
abandonnerons	abɑ̃dɔnəʁɔ̃
abandonneront	abɑ̃dɔnəʁɔ̃
abandonnes	abɑ̃dɔn
abandonneurs	abɑ̃dɔnœʁ
abandonnez	abɑ̃dɔne
abandonniez	abɑ̃dɔnje
abandonnions	abɑ̃dɔnjɔ̃
abandonnique	abɑ̃dɔnik
abandonnons	abɑ̃dɔnɔ̃
abandonnâmes	abɑ̃dɔnam
abandonnât	abɑ̃dɔna
abandonnèrent	abɑ̃donɛʁ
abandonné	abɑ̃dɔne
abandonnée	abɑ̃dɔne
abandonnées	abɑ̃dɔne
abandonnés	abɑ̃dɔne
abandons	abɑ̃dɔ̃
abaque	abak
abasourdi	abazuʁdi
abasourdie	abazuʁdi
abasourdir	abazuʁdiʁ
abasourdis	abazuʁdi
abasourdissant	abazuʁdisɑ̃
abasourdissants	abazuʁdisɑ̃
abat	aba
abat-jour	abaʒuʁ
abat-son	abasɔ̃
abatage	abataʒ
abatis	abati
abats	aba
abattage	abataʒ
abattages	abataʒ
abattaient	abatɛ
abattais	abatɛ
abattait	abatɛ
abattant	abatɑ̃
abattants	abatɑ̃
abatte	abat
abattement	abatəmɑ̃
abattements	abatəmɑ̃
abattent	abat
abattes	abat
abatteur	abatœʁ
abatteurs	abatœʁ
abattez	abate
abattiez	abatje
abattions	abatjɔ̃
abattirent	abatiʁ
abattis	abati
abattit	abati
abattoir	abatwaʁ
abattoirs	abatwaʁ
abattons	abatɔ̃
abattra	abatʁa
abattrai	abatʁɛ
abattraient	abatʁɛ
abattrais	abatʁɛ
abattrait	abatʁɛ
abattras	abatʁa
abattre	abatʁ
abattrez	abatʁe
abattriez	abatʁie
abattrons	abatʁɔ̃
abattront	abatʁɔ̃
abattu	abaty
abattue	abaty
abattues	abaty
abattures	abatyʁ
abattus	abaty
abbatial	abasjal
abbatiale	abasjal
abbatiales	abasjal
abbaye	abei
abbayes	abei
abbesse	abɛs
abbesses	abɛs
abbé	abe
abbés	abe
abc	abese
abcès	apsɛ
abdication	abdikasjɔ̃
abdications	abdikasjɔ̃
abdiqua	abdika
abdiquai	abdikɛ
abdiquaient	abdikɛ
abdiquais	abdikɛ
abdiquait	abdikɛ
abdiquant	abdikɑ̃
abdique	abdik
abdiquer	abdike
abdiquera	abdikəʁa
abdiquerais	abdikəʁɛ
abdiquerait	abdikəʁɛ
abdiquez	abdike
abdiqué	abdike
abdiquée	abdike
abdomen	abdomɛn
abdominal	abdɔminal
abdominale	abdɔminal
abdominales	abdɔminal
abdominaux	abdɔmino
abdos	abdo
abducteur	abdyktœʁ
abduction	abdyksjɔ̃
abeille	abɛj
abeilles	abɛj
aber	abe
aberrant	abɛʁɑ̃
aberrante	abɛʁɑ̃t
aberrantes	abɛʁɑ̃t
aberrants	abɛʁɑ̃
aberration	abɛʁasjɔ̃
aberrations	abɛʁasjɔ̃
abhorrais	abɔʁɛ
abhorrait	abɔʁɛ
abhorrant	abɔʁɑ̃
abhorre	abɔʁ
abhorrer	abɔʁe
abhorrez	abɔʁe
abhorré	abɔʁe
abhorrée	abɔʁe
abhorrés	abɔʁe
abject	abʒɛkt
abjecte	abʒɛkt
abjectement	abʒɛktəmɑ̃
abjectes	abʒɛkt
abjection	abʒɛksjɔ̃
abjections	abʒɛksjɔ̃
abjects	abʒɛkt
abjurant	abʒyʁɑ̃
abjuration	abʒyʁasjɔ̃
abjurations	abʒyʁasjɔ̃
abjure	abʒyʁ
abjurer	abʒyʁe
abjurez	abʒyʁe
abjurons	abʒyʁɔ̃
abjuré	abʒyʁe
abkhaze	abkaz
ablatif	ablatif
ablation	ablasjɔ̃
ablations	ablasjɔ̃
able	abl
ablette	ablɛt
ablettes	ablɛt
ablution	ablysjɔ̃
ablutions	ablysjɔ̃
abnégation	abneɡasjɔ̃
aboi	abwa
aboie	abwa
aboiement	abwamɑ̃
aboiements	abwamɑ̃
aboient	abwa
aboiera	abwaʁa
aboierait	abwaʁɛ
aboieront	abwaʁɔ̃
aboies	abwa
abois	abwa
aboli	abɔli
abolie	abɔli
abolies	aboli
abolir	abɔliʁ
abolira	abɔliʁa
abolirait	abɔliʁɛ
aboliras	abɔliʁa
abolis	abɔli
abolissaient	abolisɛ
abolissais	abɔlisɛ
abolissait	abɔlisɛ
abolissant	abɔlisɑ̃
abolissent	abolis
abolissions	abɔlisjɔ̃
abolissons	abɔlisɔ̃
abolit	abɔli
abolition	abɔlisjɔ̃
abolitionniste	abɔlisjɔnist
abolitionnistes	abɔlisjɔnist
abominable	abɔminabl
abominablement	abɔminabləmɑ̃
abominables	abɔminabl
abominaient	abominɛ
abomination	abɔminasjɔ̃
abominations	abɔminasjɔ̃
abomine	abɔmin
abominer	abɔmine
abonda	abɔ̃da
abondai	abɔ̃dɛ
abondaient	abɔ̃dɛ
abondais	abɔ̃dɛ
abondait	abɔ̃dɛ
abondamment	abɔ̃damɑ̃
abondance	abɔ̃dɑ̃s
abondant	abɔ̃dɑ̃
abondante	abɔ̃dɑ̃t
abondantes	abɔ̃dɑ̃t
abondants	abɔ̃dɑ̃
abondassent	abɔ̃das
abonde	abɔ̃d
abondent	abɔ̃d
abonder	abɔ̃de
abondé	abɔ̃de
abonnai	abɔnɛ
abonnant	abɔnɑ̃
abonne	abɔn
abonnement	abɔnəmɑ̃
abonnements	abɔnəmɑ̃
abonner	abɔne
abonnez	abɔne
abonnât	abɔna
abonné	abɔne
abonnée	abɔne
abonnées	abɔne
abonnés	abɔne
abord	abɔʁ
aborda	abɔʁda
abordable	abɔʁdabl
abordables	abɔʁdabl
abordage	abɔʁdaʒ
abordages	abɔʁdaʒ
abordai	abɔʁdɛ
abordaient	abɔʁdɛ
abordais	abɔʁdɛ
abordait	abɔʁdɛ
abordant	abɔʁdɑ̃
aborde	abɔʁd
abordent	abɔʁd
aborder	abɔʁde
abordera	abɔʁdəʁa
aborderai	abɔʁdəʁɛ
aborderaient	abɔʁdəʁɛ
aborderais	abɔʁdəʁɛ
aborderait	abɔʁdəʁɛ
aborderiez	abɔʁdəʁje
aborderions	abɔʁdəʁjɔ̃
aborderons	abɔʁdəʁɔ̃
aborderont	abɔʁdəʁɔ̃
abordes	abɔʁd
abordez	abɔʁde
abordiez	abɔʁdje
abordions	abɔʁdjɔ̃
abordons	abɔʁdɔ̃
abords	abɔʁ
abordâmes	abɔʁdam
abordèrent	abɔʁdɛʁ
abordé	abɔʁde
abordée	abɔʁde
abordées	abɔʁde
abordés	abɔʁde
aborigène	abɔʁiʒɛn
aborigènes	abɔʁiʒɛn
abornement	abɔʁnəmɑ̃
abortif	abɔʁtif
abortive	abɔʁtiv
abortives	abɔʁtiv
abouchaient	abuʃɛ
abouchais	abuʃɛ
abouchait	abuʃɛ
abouchant	abuʃɑ̃
abouchements	abuʃəmɑ̃
aboucher	abuʃe
abouché	abuʃe
abouchée	abuʃe
abouchés	abuʃe
aboule	abul
abouler	abule
aboules	abul
aboulez	abule
aboulie	abuli
aboulique	abulik
abouliques	abulik
abounas	abuna
about	abu
aboutait	abutɛ
abouti	abuti
aboutie	abuti
aboutir	abutiʁ
aboutira	abutiʁa
aboutirai	abutiʁɛ
aboutiraient	abutiʁɛ
aboutirais	abutiʁɛ
aboutirait	abutiʁɛ
aboutiras	abutiʁa
aboutirent	abutiʁ
aboutirons	abutiʁɔ̃
aboutiront	abutiʁɔ̃
aboutis	abuti
aboutissaient	abutisɛ
aboutissait	abutisɛ
aboutissant	abutisɑ̃
aboutissants	abutisɑ̃
aboutisse	abutis
aboutissement	abutisəmɑ̃
aboutissent	abutis
aboutissez	abutise
aboutissiez	abutisje
aboutissions	abutisjɔ̃
aboutit	abuti
aboutonnai	abutɔnɛ
aboutons	abutɔ̃
aboutîmes	abutim
aboya	abwaja
aboyaient	abwajɛ
aboyait	abwajɛ
aboyant	abwajɑ̃
aboyante	abwajɑ̃t
aboyer	abwaje
aboyeur	abwajœʁ
aboyeurs	abwajœʁ
aboyons	abwajɔ̃
aboyèrent	abwajɛʁ
aboyé	abwaje
abracadabra	abʁakadabʁa
abracadabrant	abʁakadabʁɑ̃
abracadabrante	abʁakadabʁɑ̃t
abracadabrantes	abʁakadabʁɑ̃t
abracadabrants	abʁakadabʁɑ̃
abracadabré	abʁakadabʁe
abrasif	abʁazif
abrasifs	abʁazif
abrasion	abʁazjɔ̃
abrasive	abʁaziv
abrasé	abʁaze
abraxas	abʁaksas
abreuva	abʁœva
abreuvage	abʁœvaʒ
abreuvaient	abʁœvɛ
abreuvait	abʁœvɛ
abreuvant	abʁœvɑ̃
abreuve	abʁœv
abreuvent	abʁœv
abreuver	abʁœve
abreuvera	abʁœvəʁa
abreuveraient	abʁœvəʁɛ
abreuvez	abʁœve
abreuvoir	abʁœvwaʁ
abreuvoirs	abʁœvwaʁ
abreuvons	abʁœvɔ̃
abreuvé	abʁœve
abreuvée	abʁœve
abreuvés	abʁœve
abri	abʁi
abri-refuge	abʁiʁəfyʒ
abribus	abʁibys
abricot	abʁiko
abricotez	abʁikɔte
abricotier	abʁikotje
abricotiers	abʁikotje
abricotine	abʁikɔtin
abricots	abʁikɔ
abris	abʁi
abrita	abʁita
abritai	abʁitɛ
abritaient	abʁitɛ
abritais	abʁitɛ
abritait	abʁitɛ
abritant	abʁitɑ̃
abrite	abʁit
abritent	abʁit
abriter	abʁite
abritera	abʁitəʁa
abriterait	abʁitəʁɛ
abriterons	abʁitəʁɔ̃
abriteront	abʁitəʁɔ̃
abrites	abʁit
abritez	abʁite
abritiez	abʁitje
abritions	abʁitjɔ̃
abritons	abʁitɔ̃
abritâmes	abʁitam
abritèrent	abʁitɛʁ
abrité	abʁite
abritée	abʁite
abritées	abʁite
abrités	abʁite
abrogation	abʁɔɡasjɔ̃
abrogent	abʁɔʒ
abroger	abʁɔʒe
abrogé	abʁɔʒe
abrogée	abʁɔʒe
abrogées	abʁɔʒe
abrogés	abʁɔʒe
abrupt	abʁypt
abrupte	abʁypt
abruptement	abʁyptəmɑ̃
abruptes	abʁypt
abrupts	abʁypt
abruti	abʁyti
abrutie	abʁyti
abruties	abʁyti
abrutir	abʁytiʁ
abrutira	abʁytiʁa
abrutis	abʁyti
abrutissaient	abʁytisɛ
abrutissais	abʁytisɛ
abrutissait	abʁytisɛ
abrutissant	abʁytisɑ̃
abrutissante	abʁytisɑ̃t
abrutissantes	abʁytisɑ̃t
abrutissants	abʁytisɑ̃
abrutissement	abʁytisəmɑ̃
abrutissent	abʁytis
abrutisseur	abʁytisœʁ
abrutissions	abʁytisjɔ̃
abrutit	abʁyti
abrège	abʁɛʒ
abrègent	abʁɛʒ
abrégea	abʁeʒa
abrégeai	abʁeʒɛ
abrégeaient	abʁeʒɛ
abrégeait	abʁeʒɛ
abrégeant	abʁeʒɑ̃
abrégeons	abʁeʒɔ̃
abréger	abʁeʒe
abrégera	abʁeʒəʁa
abrégerai	abʁeʒəʁɛ
abrégerait	abʁeʒəʁɛ
abrégez	abʁeʒe
abrégeât	abʁeʒa
abrégé	abʁeʒe
abrégée	abʁeʒe
abrégés	abʁeʒe
abréviatif	abʁevjatif
abréviation	abʁevjasjɔ̃
abréviations	abʁevjasjɔ̃
abscisse	apsis
abscission	apsisjɔ̃
abscons	apskɔ̃
absconse	apskɔ̃s
absconses	apskɔ̃s
absence	apsɑ̃s
absences	apsɑ̃s
absent	apsɑ̃
absenta	apsɑ̃ta
absentai	apsɑ̃tɛ
absentaient	apsɑ̃tɛ
absentais	apsɑ̃tɛ
absentait	apsɑ̃tɛ
absentant	apsɑ̃tɑ̃
absente	apsɑ̃t
absenter	apsɑ̃te
absentera	apsɑ̃təʁa
absenterai	apsɑ̃təʁɛ
absenterait	apsɑ̃təʁɛ
absentes	apsɑ̃t
absents	apsɑ̃
absentèrent	apsɑ̃tɛʁ
absenté	apsɑ̃te
absentée	apsɑ̃te
absentéisme	apsɑ̃teizm
absentéiste	apsɑ̃teist
absentés	apsɑ̃te
abside	apsid
absides	apsid
absidiales	apsidjal
absidiole	apsidjɔl
absinthant	apsɛ̃tɑ̃
absinthe	apsɛ̃t
absolu	apsoly
absolue	apsoly
absolues	apsoly
absolument	apsolymɑ̃
absolus	apsoly
absolution	apsolysjɔ̃
absolutisme	apsolytizm
absolvaient	apsɔlvɛ
absolvait	apsɔlvɛ
absolvant	apsɔlvɑ̃
absolve	apsɔlv
absolvent	apsɔlv
absolves	apsɔlv
absorba	apsɔʁba
absorbables	apsɔʁbabl
absorbai	apsɔʁbɛ
absorbaient	apsɔʁbɛ
absorbais	apsɔʁbɛ
absorbait	apsɔʁbɛ
absorbant	apsɔʁbɑ̃
absorbante	apsɔʁbɑ̃t
absorbantes	apsɔʁbɑ̃t
absorbants	apsɔʁbɑ̃
absorbe	apsɔʁb
absorbent	apsɔʁb
absorber	apsɔʁbe
absorbera	apsɔʁbəʁa
absorberai	apsɔʁbəʁɛ
absorberaient	apsɔʁbəʁɛ
absorberait	apsɔʁbəʁɛ
absorbeur	apsɔʁbœʁ
absorbez	apsɔʁbe
absorbions	apsɔʁbjɔ̃
absorbons	apsɔʁbɔ̃
absorbèrent	apsɔʁbɛʁ
absorbé	apsɔʁbe
absorbée	apsɔʁbe
absorbées	apsɔʁbe
absorbés	apsɔʁbe
absorption	apsɔʁpsjɔ̃
absorptions	apsɔʁpsjɔ̃
absoudrai	apsudʁɛ
absoudrait	apsudʁɛ
absoudre	apsudʁ
absoudriez	apsudʁije
absous	apsu
absout	apsu
absoute	apsut
absoutes	apsut
abstenaient	apstənɛ
abstenais	apstənɛ
abstenait	apstənɛ
abstenant	apstənɑ̃
abstenez	apstəne
absteniez	apstənje
abstenions	apstənjɔ̃
abstenir	apstəniʁ
abstenons	apstənɔ̃
abstention	apstɑ̃sjɔ̃
abstentionniste	apstɑ̃sjonist
abstentionnistes	apstɑ̃sjonist
abstenu	apstəny
abstenue	apstəny
abstenues	apstəny
abstenus	apstəny
abstiendrai	apstjɛ̃dʁɛ
abstiendraient	apstjɛ̃dʁɛ
abstiendrais	apstjɛ̃dʁɛ
abstiendrait	apstjɛ̃dʁɛ
abstiendras	apstjɛ̃dʁa
abstiendrions	apstjɛ̃dʁjɔ̃
abstiendrons	apstjɛ̃dʁɔ̃
abstiendront	apstjɛ̃dʁɔ̃
abstienne	apstjɛn
abstiennent	apstjɛn
abstiennes	apstjɛn
abstiens	apstjɛ̃
abstient	apstjɛ̃
abstinence	apstinɑ̃s
abstinences	apstinɑ̃s
abstinent	apstinɑ̃
abstinente	apstinɑ̃t
abstinrent	apstɛ̃ʁ
abstins	apstɛ̃
abstint	apstɛ̃
abstraction	apstʁaksjɔ̃
abstractions	apstʁaksjɔ̃
abstraire	apstʁɛʁ
abstrais	apstʁɛ
abstrait	apstʁɛ
abstraite	apstʁɛt
abstraitement	apstʁɛtəmɑ̃
abstraites	apstʁɛt
abstraits	apstʁɛ
abstrus	apstʁy
abstruse	apstʁyz
abstruses	apstʁyz
abstînt	apstɛ̃
absurde	apsyʁd
absurdement	apsyʁdəmɑ̃
absurdes	apsyʁd
absurdistes	apsyʁdist
absurdité	apsyʁdite
absurdités	apsyʁdite
abus	aby
abusa	abyza
abusai	abyzɛ
abusaient	abyzɛ
abusais	abyzɛ
abusait	abyzɛ
abusant	abyzɑ̃
abuse	abyz
abusent	abyz
abuser	abyze
abusera	abyzəʁa
abuserai	abyzəʁɛ
abuserais	abyzəʁɛ
abuserait	abyzəʁɛ
abuserez	abyzəʁe
abuseriez	abyzəʁje
abuses	abyz
abuseur	abyzœʁ
abusez	abyze
abusiez	abyzje
abusif	abyzif
abusifs	abyzif
abusive	abyziv
abusivement	abyzivəmɑ̃
abusives	abyziv
abusons	abyzɔ̃
abusèrent	abyzɛʁ
abusé	abyze
abusée	abyze
abusées	abyze
abusés	abyze
abyme	abim
abyssal	abisal
abyssale	abisal
abyssales	abisal
abysse	abis
abysses	abis
abyssin	abisɛ̃
abyssinien	abisinjɛ̃
abyssinienne	abisinjɛn
abyssins	abisɛ̃
abâtardi	abataʁdi
abâtardie	abataʁdi
abâtardies	abataʁdi
abâtardir	abataʁdiʁ
abâtardirai	abataʁdiʁɛ
abâtardissant	abataʁdisɑ̃
abécédaire	abesedɛʁ
abêti	abeti
abêties	abeti
abêtir	abetiʁ
abêtis	abeti
abêtissait	abetisɛ
abêtissement	abetisəmɑ̃
abêtit	abeti
abîma	abima
abîmai	abimɛ
abîmaient	abimɛ
abîmait	abimɛ
abîmant	abimɑ̃
abîme	abim
abîment	abim
abîmer	abime
abîmera	abiməʁa
